   SW   perc perc perc  query     position in query              matching   repeat        position in repeat
score   div. del. ins.  sequence  begin    end          (left)   repeat     class/family begin  end    (left)    ID
  291    5.0  0.0  0.0  seq_file   2729321  2729360 (12343063) C repeat1986 Unspecified    (0)     40      1  7905 *
  357    0.0  0.0  0.0  seq_file   2729327  2729368 (12343055) + repeat3287 Unspecified      1     42    (0)  7906  
  304    6.7  0.0  0.0  seq_file   2729335  2729379 (12343044) + repeat1164 Unspecified      1     45    (0)  7907 *
  699   12.6  0.8  0.8  seq_file   2729344  2729463 (12342960) + repeat5992 Unspecified      1    120    (0)  7908  
  311    8.9  0.0  0.0  seq_file   2729434  2729478 (12342945) C repeat1164 Unspecified    (0)     45      1  7909 *
  313    5.0  0.0  0.0  seq_file   2729434  2729473 (12342950) + repeat3109 Unspecified      1     40    (1)  7910  
  273   11.9  0.0  0.0  seq_file   2729445  2729486 (12342937) C repeat3287 Unspecified    (0)     42      1  7911 *
  306    5.0  0.0  0.0  seq_file   2729453  2729492 (12342931) + repeat1986 Unspecified      1     40    (0)  7912 *
  399    4.8  2.7 13.6  seq_file   2729460  2729532 (12342891) + repeat3326 Unspecified      1     66    (0)  7913  
  374    7.7  0.0  0.0  seq_file   2729512  2729563 (12342860) C repeat6737 Unspecified    (0)     54      3  7914 *
  250   10.9  0.0  2.2  seq_file   2729539  2729585 (12342838) C repeat7138 Unspecified    (1)     46      1  7915 *
  385    7.0  0.0  1.8  seq_file   2729568  2729625 (12342798) C repeat5973 Unspecified    (0)     57      1  7916  
  328    6.0  0.0  2.0  seq_file   2729582  2729632 (12342791) + repeat3062 Unspecified      1     50    (0)  7917 *
  323    2.4  0.0  0.0  seq_file   2729616  2729656 (12342767) + repeat5146 Unspecified      1     41    (0)  7918 *
  297    4.9  0.0  0.0  seq_file   2729633  2729673 (12342750) C repeat2087 Unspecified    (0)     41      1  7919 *
  348    0.0  0.0  0.0  seq_file   2729646  2729686 (12342737) + repeat6753 Unspecified      1     41    (0)  7920  
  252    9.1  0.0  0.0  seq_file   2733532  2733564 (12338859) C repeat4549 Unspecified    (0)     34      2  7921  
  249    6.2  0.0  0.0  seq_file   2733537  2733568 (12338855) C repeat172  Unspecified    (1)     32      1  7922 *
  276    5.9  0.0  0.0  seq_file   2733881  2733914 (12338509) C repeat4549 Unspecified    (0)     34      1  7923  
  250    3.0  0.0  3.0  seq_file   2733888  2733921 (12338502) + repeat2933 Unspecified      1     33    (0)  7924 *
  337   20.4  0.0  8.3  seq_file   2734323  2734413 (12338010) + repeat5516 Unspecified      2     85    (0)  7925 *
  568   14.1  0.0  0.0  seq_file   2734355  2734439 (12337984) C repeat5514 Unspecified   (18)     99     15  7926  
  249    6.2  0.0  0.0  seq_file   2734897  2734928 (12337495) + repeat172  Unspecified      1     32    (1)  7927 *
  252    9.1  0.0  0.0  seq_file   2734901  2734933 (12337490) + repeat4549 Unspecified      2     34    (0)  7928  
  320    2.7  0.0  0.0  seq_file   2735012  2735048 (12337375) + repeat5662 Unspecified      1     37    (0)  7929  
  300    0.0  0.0  0.0  seq_file   2735021  2735053 (12337370) + repeat2933 Unspecified      1     33    (0)  7930 *
  343    6.8  0.0  0.0  seq_file   2736317  2736360 (12336063) + repeat6513 Unspecified      1     44    (0)  7931 *
  385   11.8  1.4  4.3  seq_file   2736328  2736398 (12336025) + repeat6307 Unspecified      1     69   (21)  7932  
  278   10.5  0.0  0.0  seq_file   2737192  2737229 (12335194) + repeat6513 Unspecified      4     41    (3)  7933 *
  504   17.8  0.0  1.1  seq_file   2737200  2737290 (12335133) + repeat6307 Unspecified      1     90    (0)  7934  
  412   25.8  0.7  2.3  seq_file   2737226  2737360 (12335063) + repeat6490 Unspecified      1    133    (6)  7935 *
  568   15.6  0.0  0.0  seq_file   2737227  2737322 (12335101) + repeat7011 Unspecified      1     96    (0)  7936  
  478    9.7  0.0  2.8  seq_file   2738735  2738808 (12333615) C repeat1505 Unspecified    (6)     77      6  7937  
  257   28.8  0.0  0.0  seq_file   2740346  2740425 (12331998) + repeat67   Unspecified      3     82    (2)  7938  
  315   20.8  0.0  6.1  seq_file   2740499  2740585 (12331838) + repeat67   Unspecified      2     83    (1)  7939 *
  324   25.3  0.0  0.0  seq_file   2740519  2740597 (12331826) + repeat67   Unspecified      5     83    (1)  7940 *
  345   25.6  0.0  0.0  seq_file   2740530  2740611 (12331812) + repeat428  Unspecified      1     82    (0)  7941 *
  391   20.7  0.0  0.0  seq_file   2740542  2740623 (12331800) + repeat428  Unspecified      1     82    (0)  7942 *
  397   20.2  0.0  0.0  seq_file   2740557  2740640 (12331783) + repeat67   Unspecified      1     84    (0)  7943 *
  474   17.1  0.0  0.0  seq_file   2740572  2740653 (12331770) + repeat428  Unspecified      1     82    (0)  7944  
  407   21.4  0.0  0.0  seq_file   2740581  2740664 (12331759) + repeat67   Unspecified      1     84    (0)  7945 *
  366   21.0  1.2  0.0  seq_file   2740593  2740673 (12331750) + repeat67   Unspecified      1     82    (2)  7946 *
  373   16.7  1.4  0.0  seq_file   2740602  2740673 (12331750) + repeat428  Unspecified      1     73    (9)  7947  
  397   16.4  0.0  1.4  seq_file   2744588  2744661 (12327762) + repeat428  Unspecified     10     82    (0)  7948  
  295   17.9  0.0  0.0  seq_file   2750712  2750789 (12321634) C repeat4892 Unspecified    (2)     79      2  7949  
  372   14.2  2.2  6.9  seq_file   2752450  2752540 (12319883) C repeat3701 Unspecified    (0)     87      1  7950 *
  380   19.8  0.0  2.6  seq_file   2752486  2752563 (12319860) C repeat3701 Unspecified    (0)     87     12  7951  
  291    0.0  0.0  0.0  seq_file   2760533  2760565 (12311858) + repeat3780 Unspecified      1     33    (0)  7952  
  365    9.9  0.0  6.6  seq_file   2761569  2761633 (12310790) C repeat5517 Unspecified    (0)     64      4  7953 *
  386    6.1  0.0  0.0  seq_file   2761585  2761633 (12310790) + repeat2169 Unspecified      1     49    (2)  7954  
  310   13.3 32.0  0.0  seq_file   2761596  2761670 (12310753) + repeat5514 Unspecified      1     99   (18)  7955 *
  366   10.1 27.5  1.0  seq_file   2761680  2761759 (12310664) C repeat5514 Unspecified   (16)    101      1  7956  
  363   11.7  0.0  5.0  seq_file   2761723  2761785 (12310638) + repeat5517 Unspecified      5     64    (0)  7957 *
  376    6.2  0.0  0.0  seq_file   2761723  2761770 (12310653) C repeat2169 Unspecified    (3)     48      1  7958  
  325   10.6  0.0  0.0  seq_file   2764428  2764474 (12307949) + repeat2169 Unspecified      5     51    (0)  7959 *
  354   18.1  6.1  5.0  seq_file   2764447  2764545 (12307878) + repeat5514 Unspecified     13    112    (5)  7960  
  306   19.6  0.0 33.0  seq_file   2764936  2765080 (12307343) C repeat5514 Unspecified    (8)    109      1  7961 *
  357    0.0  0.0  0.0  seq_file   2765029  2765069 (12307354) + repeat6665 Unspecified      1     41    (0)  7962  
  307    7.3  0.0  0.0  seq_file   2765041  2765081 (12307342) C repeat2169 Unspecified    (0)     51     11  7963 *
  255   19.1  0.0  0.0  seq_file   2767862  2767908 (12304515) C repeat5739 Unspecified    (0)     47      1  7964 *
  304    8.7  0.0  4.3  seq_file   2767867  2767914 (12304509) + repeat3529 Unspecified      6     51    (0)  7965 *
  499   10.7  0.0  2.7  seq_file   2767876  2767952 (12304471) + repeat5514 Unspecified     25     99   (18)  7966  
  253    5.3  0.0 22.5  seq_file   2767915  2767963 (12304460) C repeat2672 Unspecified    (0)     40      1  7967 *
  365   12.4  3.5  7.1  seq_file   2767979  2768065 (12304358) + repeat5516 Unspecified      2     85    (0)  7968 *
  599   10.8  7.5  0.0  seq_file   2768013  2768105 (12304318) C repeat5514 Unspecified   (17)    100      1  7969  
  395    3.9  0.0  2.0  seq_file   2768066  2768117 (12304306) C repeat2169 Unspecified    (0)     51      1  7970 *
  249    7.7  0.0  2.6  seq_file   2768084  2768123 (12304300) + repeat2410 Unspecified      1     39    (6)  7971 *
  260    6.1  0.0  0.0  seq_file   2769313  2769345 (12303078) C repeat2933 Unspecified    (0)     33      1  7972 *
  306    0.0  0.0  0.0  seq_file   2769319  2769352 (12303071) + repeat4549 Unspecified      1     34    (0)  7973  
  250    5.5  0.0 10.8  seq_file   2772394  2772434 (12299989) + repeat5662 Unspecified      1     37    (0)  7974  
  433    0.0  0.0  0.0  seq_file   2772511  2772561 (12299862) + repeat5047 Unspecified      1     51    (0)  7975  
  318    0.0  0.0  0.0  seq_file   2772533  2772569 (12299854) + repeat7263 Unspecified      1     37    (0)  7976 *
  493    1.7  0.0  0.0  seq_file   2772541  2772599 (12299824) + repeat5048 Unspecified      1     59    (0)  7977  
  385    0.0  0.0  0.0  seq_file   2772574  2772616 (12299807) + repeat5031 Unspecified      1     43    (0)  7978 *
  324    0.0  0.0  0.0  seq_file   2772589  2772624 (12299799) + repeat1434 Unspecified      1     36    (0)  7979 *
  306    0.0  0.0  0.0  seq_file   2772601  2772635 (12299788) + repeat6216 Unspecified      1     35    (0)  7980 *
  475    0.0  0.0  0.0  seq_file   2772608  2772660 (12299763) + repeat7339 Unspecified      1     53    (0)  7981  
  305   17.1  0.0 16.7  seq_file   2772621  2772718 (12299705) + repeat5024 Unspecified      1     84    (8)  7982 *
  539    0.0  0.0  0.0  seq_file   2772635  2772695 (12299728) + repeat4370 Unspecified      1     61    (0)  7983  
  311    0.0  0.0  0.0  seq_file   2772670  2772705 (12299718) + repeat3657 Unspecified      1     36    (0)  7984 *
  324    0.0  0.0  0.0  seq_file   2772677  2772713 (12299710) + repeat7175 Unspecified      1     37    (0)  7985 *
  463    0.0  0.0  0.0  seq_file   2772685  2772735 (12299688) + repeat4706 Unspecified      1     51    (0)  7986  
  321    0.0  0.0  0.0  seq_file   2772707  2772741 (12299682) + repeat6217 Unspecified      1     35    (0)  7987 *
  300    0.0  0.0  0.0  seq_file   2772716  2772748 (12299675) + repeat6493 Unspecified      1     33    (0)  7988 *
  349    4.4  0.0  0.0  seq_file   2776651  2776695 (12295728) + repeat2868 Unspecified      1     45    (0)  7989  
  349    2.3  0.0  0.0  seq_file   2776658  2776700 (12295723) + repeat1845 Unspecified      1     43    (0)  7990 *
  362    4.4  0.0  0.0  seq_file   2776666  2776710 (12295713) + repeat2225 Unspecified      1     45    (1)  7991 *
  396    6.0  0.0  0.0  seq_file   2776677  2776726 (12295697) + repeat1872 Unspecified      1     50    (4)  7992  
  325    6.2 10.4  0.0  seq_file   2776712  2776759 (12295664) + repeat3412 Unspecified      1     53    (0)  7993 *
  421    7.4  0.0  0.0  seq_file   2776725  2776778 (12295645) + repeat361  Unspecified      6     59    (0)  7994  
  386    2.2  0.0  0.0  seq_file   2776739  2776784 (12295639) + repeat7056 Unspecified      1     46    (0)  7995 *
  306    2.6  0.0  0.0  seq_file   2776752  2776789 (12295634) + repeat1586 Unspecified      1     38    (0)  7996 *
  296    4.9  0.0  0.0  seq_file   2776756  2776796 (12295627) + repeat3413 Unspecified      1     41    (0)  7997 *
  350   10.2  0.0  0.0  seq_file   2776794  2776842 (12295581) + repeat3505 Unspecified      1     49    (0)  7998  
  345    2.3  4.7  0.0  seq_file   2776827  2776869 (12295554) + repeat1877 Unspecified      1     45    (0)  7999 *
  351    4.8  0.0  0.0  seq_file   2776835  2776876 (12295547) + repeat7178 Unspecified      1     42    (0)  8000 *
  375    2.3  0.0  0.0  seq_file   2776841  2776883 (12295540) + repeat1225 Unspecified      1     43    (0)  8001  
  234    3.5  0.0  0.0  seq_file   2777694  2777722 (12294701) + repeat4549 Unspecified      1     29    (5)  8002  
  247   15.4 19.2  0.0  seq_file   2781985  2782036 (12290387) C repeat6490 Unspecified    (0)    139     78  8003 *
  313   13.6  0.0  0.0  seq_file   2781986  2782029 (12290394) + repeat6513 Unspecified      1     44    (0)  8004 *
  500   18.0  0.0  1.1  seq_file   2781997  2782086 (12290337) + repeat6307 Unspecified      1     89    (1)  8005  
  498   24.8  0.7  1.4  seq_file   2782025  2782163 (12290260) + repeat6490 Unspecified      2    139    (0)  8006 *
  575   15.8  0.0  0.0  seq_file   2782025  2782119 (12290304) + repeat7011 Unspecified      2     96    (0)  8007  
  305   19.8  2.5  6.4  seq_file   2799592  2799672 (12272751) + repeat67   Unspecified      7     84    (0)  8008 *
  321   15.6  3.1  0.0  seq_file   2799592  2799655 (12272768) + repeat428  Unspecified     16     81    (1)  8009 *
  348   16.9  1.5  0.0  seq_file   2799611  2799675 (12272748) + repeat428  Unspecified      1     66   (16)  8010  
  238   27.9  1.2  3.8  seq_file   2799614  2799695 (12272728) + repeat67   Unspecified      1     80    (4)  8011 *
  228   18.9  0.0  5.7  seq_file   2807754  2807809 (12264614) + repeat2772 Unspecified     24     76   (54)  8012  
  304   24.5  2.0  1.0  seq_file   2807949  2808047 (12264376) + repeat5126 Unspecified     16    115    (0)  8013  
  241   29.1  1.3 10.6  seq_file   2807972  2808125 (12264298) + repeat901  Unspecified     24    164    (3)  8014 *
  364   10.5  0.0  0.0  seq_file   2807972  2808028 (12264395) + repeat1725 Unspecified      1     57    (0)  8015  
  355   22.9  0.0  1.0  seq_file   2807973  2808069 (12264354) + repeat2772 Unspecified      1     96   (34)  8016 *
  275   25.4  0.0  0.0  seq_file   2808019  2808089 (12264334) + repeat1241 Unspecified      1     71    (0)  8017 *
  277   16.3  0.0  0.0  seq_file   2808032  2808080 (12264343) + repeat983  Unspecified      1     49    (2)  8018  
  278    7.5  0.0  0.0  seq_file   2821145  2821184 (12251239) + repeat7106 Unspecified      5     44    (3)  8019 *
  287    2.6  0.0  0.0  seq_file   2821156  2821193 (12251230) C repeat5044 Unspecified    (0)     38      1  8020 *
  307    4.9  0.0  0.0  seq_file   2821164  2821204 (12251219) C repeat5558 Unspecified    (0)     41      1  8021  
  332    8.5  0.0  0.0  seq_file   2823976  2824022 (12248401) + repeat2169 Unspecified      1     47    (4)  8022 *
  390   18.2  0.0  9.6  seq_file   2823987  2824077 (12248346) + repeat5514 Unspecified      1     83   (34)  8023  
  304   13.6  0.0  0.0  seq_file   2826601  2826644 (12245779) + repeat6513 Unspecified      1     44    (0)  8024 *
  519   16.7  0.0  1.1  seq_file   2826612  2826702 (12245721) + repeat6307 Unspecified      1     90    (0)  8025 *
  776   16.8  0.0  8.0  seq_file   2826640  2826788 (12245635) + repeat6490 Unspecified      2    139    (0)  8026  
  269    3.2  0.0  0.0  seq_file   2833792  2833822 (12238601) + repeat4518 Unspecified      2     32    (0)  8027 *
  296    0.0  0.0  0.0  seq_file   2833796  2833828 (12238595) + repeat3988 Unspecified      1     33    (0)  8028  
  265   13.5 19.2  0.0  seq_file   2834846  2834897 (12237526) C repeat6490 Unspecified    (0)    139     78  8029 *
  360   20.2  2.3  3.5  seq_file   2834862  2834948 (12237475) + repeat6307 Unspecified      5     90    (0)  8030 *
  478   15.9  2.1  2.1  seq_file   2834885  2834980 (12237443) + repeat7011 Unspecified      1     96    (0)  8031  
  474   18.1  7.9  8.7  seq_file   2834886  2835024 (12237399) + repeat6490 Unspecified      2    139    (0)  8032 *
  415   17.3  0.0  0.0  seq_file   2840216  2840290 (12232133) + repeat428  Unspecified      8     82    (0)  8033 *
  470    9.7  1.1  7.1  seq_file   2840224  2840312 (12232111) + repeat67   Unspecified      1     84    (0)  8034  
  227   11.3  5.5  3.6  seq_file   2840266  2840320 (12232103) + repeat67   Unspecified      1     56   (28)  8035 *
  231   12.7 12.3  3.2  seq_file   2842965  2843021 (12229402) C repeat3701 Unspecified   (24)     63      2  8036 *
  260    8.2 16.3  0.0  seq_file   2842965  2843013 (12229410) C repeat2027 Unspecified    (0)     58      2  8037 *
  264   16.9 15.3  1.2  seq_file   2843003  2843074 (12229349) C repeat3701 Unspecified    (0)     87      6  8038  
  306    0.0  0.0  0.0  seq_file   2865851  2865884 (12206539) + repeat7136 Unspecified      1     34    (0)  8039  
  303   15.9  0.0  0.0  seq_file   2867637  2867680 (12204743) + repeat6513 Unspecified      1     44    (0)  8040 *
  395   16.2  1.4  1.4  seq_file   2867648  2867716 (12204707) + repeat6307 Unspecified      1     69   (21)  8041 *
  435    7.6 21.5  0.0  seq_file   2867675  2867753 (12204670) + repeat7011 Unspecified      1     96    (0)  8042  
  272   13.9  0.0  0.0  seq_file   2867731  2867773 (12204650) + repeat4931 Unspecified      1     43    (0)  8043 *
  276    8.3  0.0  0.0  seq_file   2867733  2867768 (12204655) + repeat5417 Unspecified      1     36    (2)  8044  
  347   17.5  2.4  4.9  seq_file   2868602  2868685 (12203738) + repeat5516 Unspecified      2     83    (2)  8045 *
  607   10.6  6.4  0.0  seq_file   2868634  2868727 (12203696) C repeat5514 Unspecified   (17)    100      1  8046  
  388    7.8  0.0  6.2  seq_file   2868687  2868754 (12203669) + repeat5517 Unspecified      1     64    (0)  8047 *
  273    3.1  0.0  0.0  seq_file   2879604  2879635 (12192788) C repeat3832 Unspecified    (0)     32      1  8048  
  266    8.8  0.0  0.0  seq_file   2879658  2879691 (12192732) C repeat5662 Unspecified    (1)     36      3  8049  
  253    8.6  0.0  0.0  seq_file   2879787  2879821 (12192602) + repeat5662 Unspecified      3     37    (0)  8050  
  247    6.2  0.0  0.0  seq_file   2879838  2879869 (12192554) + repeat3832 Unspecified      1     32    (0)  8051  
  335   16.7  0.0  3.3  seq_file   2887005  2887066 (12185357) + repeat3701 Unspecified     12     71   (16)  8052  
  293    0.0  0.0  0.0  seq_file   2889505  2889536 (12182887) + repeat2986 Unspecified      1     32    (0)  8053  
  281    3.1  0.0  0.0  seq_file   2889523  2889554 (12182869) + repeat2    Unspecified      1     32    (0)  8054 *
  305    0.0  0.0  0.0  seq_file   2889549  2889589 (12182834) + repeat5189 Unspecified      1     41    (0)  8055 *
  353    4.5  0.0  0.0  seq_file   2889559  2889602 (12182821) + repeat2987 Unspecified      1     44    (2)  8056  
  327    0.0  0.0  0.0  seq_file   2889831  2889867 (12182556) + repeat3233 Unspecified      1     37    (0)  8057  
  302   12.8  0.0  0.0  seq_file   2889840  2889886 (12182537) + repeat5772 Unspecified      1     47    (0)  8058 *
  309   11.4  0.0  0.0  seq_file   2889851  2889894 (12182529) C repeat6880 Unspecified    (0)     47      4  8059  
  289    2.9  0.0  0.0  seq_file   2889907  2889940 (12182483) C repeat4216 Unspecified    (4)     34      1  8060 *
  300    2.9  0.0  0.0  seq_file   2889912  2889946 (12182477) + repeat7243 Unspecified      1     35    (0)  8061  
  283    0.0  0.0  0.0  seq_file   2889919  2889950 (12182473) C repeat4215 Unspecified    (1)     44     13  8062 *
  264    2.9  0.0  2.9  seq_file   2891551  2891586 (12180837) + repeat6832 Unspecified      4     38    (0)  8063 *
  288    2.5  0.0  2.5  seq_file   2891562  2891602 (12180821) C repeat5146 Unspecified    (0)     41      2  8064  
  265    4.4 10.9  2.0  seq_file   2891587  2891632 (12180791) C repeat3062 Unspecified    (0)     50      1  8065 *
  277    5.8  9.1  5.3  seq_file   2891594  2891648 (12180775) + repeat5973 Unspecified      1     57    (0)  8066 *
  312    0.0  0.0  0.0  seq_file   2891603  2891637 (12180786) + repeat2983 Unspecified      1     35    (0)  8067  
  237    6.8  2.2  4.4  seq_file   2891618  2891663 (12180760) + repeat3331 Unspecified      1     45    (0)  8068 *
  278    6.7  2.1  4.3  seq_file   2891629  2891675 (12180748) + repeat7138 Unspecified      1     46    (1)  8069  
  271    9.8  0.0  0.0  seq_file   2891714  2891754 (12180669) C repeat3109 Unspecified    (0)     41      1  8070 *
  479   22.4  0.0  0.0  seq_file   2891723  2891838 (12180585) + repeat5992 Unspecified      5    120    (0)  8071  
  294    5.1  0.0  0.0  seq_file   2891809  2891847 (12180576) + repeat3109 Unspecified      1     39    (2)  8072 *
  312    8.7  0.0  0.0  seq_file   2891888  2891933 (12180490) C repeat7138 Unspecified    (1)     46      1  8073  
  262   11.1  0.0  0.0  seq_file   2891900  2891944 (12180479) C repeat3331 Unspecified    (0)     45      1  8074 *
  280    4.3 17.0  0.0  seq_file   2891918  2891964 (12180459) C repeat5973 Unspecified    (2)     55      1  8075  
  271    0.0  0.0  0.0  seq_file   2891940  2891972 (12180451) + repeat2985 Unspecified      1     33    (0)  8076 *
  266    0.0  0.0  0.0  seq_file   2891946  2891976 (12180447) C repeat1014 Unspecified    (0)     31      1  8077 *
  281    5.3  0.0  0.0  seq_file   2891952  2891989 (12180434) C repeat1533 Unspecified    (0)     38      1  8078  
  272    7.3  0.0  0.0  seq_file   2891955  2891995 (12180428) + repeat5146 Unspecified      1     41    (0)  8079 *
  241   10.5  0.0  0.0  seq_file   2891972  2892009 (12180414) C repeat6832 Unspecified    (0)     38      1  8080 *
  225   10.0  0.0  0.0  seq_file   2892377  2892406 (12180017) + repeat3832 Unspecified      1     30    (2)  8081  
  306   10.9  3.0  4.5  seq_file   2892777  2892843 (12179580) + repeat5932 Unspecified     12     77    (4)  8082  
  296    2.9  0.0  0.0  seq_file   2892906  2892940 (12179483) + repeat3202 Unspecified      1     35    (0)  8083 *
  321   17.9  0.0  0.0  seq_file   2892914  2892969 (12179454) + repeat5938 Unspecified      1     56    (0)  8084  
  267   25.7  0.9  1.8  seq_file   2892990  2893100 (12179323) + repeat5941 Unspecified      2    111    (8)  8085  
  395    0.0  0.0  0.0  seq_file   2904254  2904299 (12168124) + repeat2987 Unspecified      1     46    (0)  8086  
  260    7.7  0.0  0.0  seq_file   2904481  2904519 (12167904) C repeat1341 Unspecified    (0)     40      2  8087 *
  292    9.5  0.0  0.0  seq_file   2904487  2904528 (12167895) + repeat3287 Unspecified      1     42    (0)  8088  
  256   13.3  0.0  0.0  seq_file   2904495  2904539 (12167884) + repeat1164 Unspecified      1     45    (0)  8089 *
  708   15.0  0.0  0.0  seq_file   2904504  2904623 (12167800) + repeat5992 Unspecified      1    120    (0)  8090  
  290    8.9  0.0  0.0  seq_file   2904594  2904638 (12167785) C repeat1164 Unspecified    (0)     45      1  8091 *
  295    9.5  0.0  0.0  seq_file   2904605  2904646 (12167777) C repeat3287 Unspecified    (0)     42      1  8092  
  260    7.7  0.0  0.0  seq_file   2904614  2904652 (12167771) + repeat1341 Unspecified      2     40    (0)  8093 *
  417    7.7  0.0 13.6  seq_file   2904620  2904694 (12167729) + repeat3326 Unspecified      1     66    (0)  8094  
  279   10.5  0.0  0.0  seq_file   2904666  2904703 (12167720) + repeat3111 Unspecified      1     38    (0)  8095 *
  411    3.9  0.0  0.0  seq_file   2904675  2904725 (12167698) C repeat6737 Unspecified    (1)     53      3  8096  
  373    0.0  0.0  0.0  seq_file   2904697  2904740 (12167683) + repeat2994 Unspecified      1     44    (0)  8097 *
  331    6.4  0.0  0.0  seq_file   2904700  2904746 (12167677) C repeat7138 Unspecified    (0)     47      1  8098 *
  284    6.7  0.0  0.0  seq_file   2904713  2904757 (12167666) C repeat3331 Unspecified    (0)     45      1  8099 *
  355    7.1  1.8  0.0  seq_file   2904729  2904784 (12167639) C repeat5973 Unspecified    (0)     57      1  8100  
  277    8.3  2.1  0.0  seq_file   2904743  2904790 (12167633) + repeat3062 Unspecified      1     49    (1)  8101 *
  292    2.8  0.0  0.0  seq_file   2904794  2904829 (12167594) C repeat6832 Unspecified    (2)     36      1  8102  
 1100    0.0  0.0  0.0  seq_file   2908585  2908707 (12163716) + repeat3863 Unspecified      1    123    (0)  8103  
  616    0.0  0.0  0.0  seq_file   2908679  2908745 (12163678) + repeat4434 Unspecified      1     67    (0)  8104 *
  473    0.0  0.0  0.0  seq_file   2908717  2908768 (12163655) + repeat4435 Unspecified      1     52    (0)  8105 *
  357    0.0  0.0  0.0  seq_file   2908740  2908779 (12163644) + repeat4436 Unspecified      1     40    (0)  8106 *
  351    0.0  0.0  0.0  seq_file   2908770  2908809 (12163614) + repeat3864 Unspecified      1     40    (0)  8107 *
 1324    0.0  0.0  0.0  seq_file   2908781  2908924 (12163499) + repeat4437 Unspecified      1    144    (0)  8108  
  537    0.0  0.0  0.0  seq_file   2908896  2908954 (12163469) + repeat4438 Unspecified      1     59    (0)  8109 *
  636    0.0  0.0  0.0  seq_file   2908926  2908996 (12163427) + repeat3865 Unspecified      1     71    (0)  8110  
  433    2.0  0.0  0.0  seq_file   2908968  2909017 (12163406) + repeat4439 Unspecified      1     50    (0)  8111 *
  480    0.0  0.0  0.0  seq_file   2908998  2909052 (12163371) + repeat3866 Unspecified      1     55    (0)  8112 *
  490    1.8  0.0  0.0  seq_file   2909027  2909082 (12163341) + repeat4440 Unspecified      1     56    (0)  8113  
  334    0.0  0.0  0.0  seq_file   2909054  2909094 (12163329) + repeat3867 Unspecified      1     41    (0)  8114 *
  534    0.0  0.0  0.0  seq_file   2909066  2909124 (12163299) + repeat4441 Unspecified      1     59    (0)  8115 *
  767    0.0  0.0  0.0  seq_file   2909096  2909180 (12163243) + repeat3868 Unspecified      1     85    (0)  8116  
  329    2.6  0.0  0.0  seq_file   2909152  2909190 (12163233) + repeat4442 Unspecified      1     39    (0)  8117 *
  360    0.0  0.0  0.0  seq_file   2909182  2909220 (12163203) + repeat3869 Unspecified      1     39    (0)  8118 *
  990    0.0  0.0  0.0  seq_file   2909192  2909299 (12163124) + repeat4443 Unspecified      1    108    (0)  8119  
  375    0.0  0.0  0.0  seq_file   2909271  2909312 (12163111) + repeat4444 Unspecified      1     42    (0)  8120 *
  379    0.0  0.0  0.0  seq_file   2909301  2909342 (12163081) + repeat3870 Unspecified      1     42    (0)  8121 *
  541    0.0  0.0  0.0  seq_file   2909314  2909376 (12163047) + repeat4445 Unspecified      1     63    (0)  8122  
  490    1.7  0.0  0.0  seq_file   2909348  2909406 (12163017) + repeat4446 Unspecified      1     59    (0)  8123 *
  748    0.0  0.0  0.0  seq_file   2909378  2909461 (12162962) + repeat3871 Unspecified      1     84    (0)  8124  
  536    0.0  0.0  0.0  seq_file   2909433  2909491 (12162932) + repeat4447 Unspecified      1     59    (0)  8125 *
  341    0.0  0.0  0.0  seq_file   2909463  2909500 (12162923) + repeat3872 Unspecified      1     38    (0)  8126 *
  511    1.7  0.0  0.0  seq_file   2909472  2909530 (12162893) + repeat4448 Unspecified      1     59    (0)  8127 *
  913    0.0  0.0  0.0  seq_file   2909502  2909602 (12162821) + repeat3873 Unspecified      1    101    (0)  8128  
  522    1.7  0.0  0.0  seq_file   2909574  2909632 (12162791) + repeat4449 Unspecified      1     59    (0)  8129 *
  446    0.0  0.0  0.0  seq_file   2909604  2909652 (12162771) + repeat3874 Unspecified      1     49    (0)  8130 *
  416    7.1  0.0  0.0  seq_file   2909624  2909679 (12162744) + repeat4450 Unspecified      1     56    (0)  8131 *
  362    0.0  0.0  0.0  seq_file   2909669  2909709 (12162714) + repeat3875 Unspecified      1     41    (0)  8132 *
  572    0.0  0.0  0.0  seq_file   2909681  2909742 (12162681) + repeat4451 Unspecified      1     62    (0)  8133  
  351    0.0  0.0  0.0  seq_file   2909714  2909751 (12162672) + repeat4452 Unspecified      1     38    (0)  8134 *
  313    0.0  0.0  0.0  seq_file   2909744  2909781 (12162642) + repeat3876 Unspecified      1     38    (0)  8135 *
 1073    0.0  0.0  0.0  seq_file   2909753  2909875 (12162548) + repeat4453 Unspecified      1    123    (0)  8136  
  618    0.0  0.0  0.0  seq_file   2909847  2909916 (12162507) + repeat4454 Unspecified      1     70    (0)  8137 *
  603    0.0  0.0  0.0  seq_file   2909888  2909956 (12162467) + repeat3877 Unspecified      1     69    (0)  8138 *
  527    0.0  0.0  0.0  seq_file   2909963  2910019 (12162404) + repeat3878 Unspecified      1     57    (0)  8139  
  330    0.0  0.0  0.0  seq_file   2909991  2910026 (12162397) + repeat7192 Unspecified      1     36    (0)  8140 *
  231   12.5  0.0  2.5  seq_file   2914665  2914705 (12157718) + repeat3713 Unspecified     20     59    (0)  8141 *
  329   14.1  0.0 12.5  seq_file   2914671  2914751 (12157672) + repeat1505 Unspecified     12     83    (0)  8142 *
